id|nome|gbnord|gbest|tipologia|descrizione_categoria_bene|macroiteramm|descrizione_sottocategoria_bene|prov|comune|indirizzo|link_scheda_rt|desitergiu|destipodest|descrizioneentedest|colonna|dataprovvdest|annoprovvdest|ufficio_giudiziario|distretto|procedura|numero_decreto|fonte|
I-PI-62352-S|Vecchiano - I-PI-62352-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4848564.0800000001|1611605|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Pisa|Vecchiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62353-S|Vecchiano - I-PI-62353-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4848564.0800000001|1611605|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Pisa|Vecchiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62355-S|Vecchiano - I-PI-62355-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4848564.0800000001|1611605|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Pisa|Vecchiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62356-S|Vecchiano - I-PI-62356-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4848564.0800000001|1611605|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Pisa|Vecchiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62357-S|Vecchiano - I-PI-62357-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4848564.0800000001|1611605|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Pisa|Vecchiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
A-LU-59535-S|Viareggio - A-LU-59535-S - aziende - Alberghi e ristoranti - Indirizzo imprecisato|4857870.5499999998|1600459.9399999999|Aziende in gestione|Alberghi e ristoranti|In gestione|Alberghi e ristoranti|Lucca|Viareggio|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
A-LU-59537-S|Viareggio - A-LU-59537-S - aziende - Alberghi e ristoranti - Indirizzo imprecisato|4857870.5499999998|1600459.9399999999|Aziende in gestione|Alberghi e ristoranti|In gestione|Alberghi e ristoranti|Lucca|Viareggio|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
A-LU-59539-S|Viareggio - A-LU-59539-S - aziende - Alberghi e ristoranti - Indirizzo imprecisato|4857870.5499999998|1600459.9399999999|Aziende in gestione|Alberghi e ristoranti|In gestione|Alberghi e ristoranti|Lucca|Viareggio|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
A-LU-7029-S|Viareggio - A-LU-7029-S - aziende - Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa - Indirizzo imprecisato|4857870.5499999998|1600459.9399999999|Aziende in gestione|Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa|In gestione|Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa|Lucca|Viareggio|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Napoli|Procedimento Penale||ANBSC-OR-2018-01-03|
I-LU-11766-S|Viareggio - I-LU-11766-S - Abitazione indipendente - Indirizzo imprecisato|4857870.5499999998|1600459.9399999999|Immobili in gestione|Abitazione indipendente|In gestione|Abitazione indipendente|Lucca|Viareggio|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Lucca|Procedimento Penale||ANBSC-OR-2018-01-03|
I-LU-271962|Viareggio - I-LU-271962 - immobili - Appartamento in condominio - VIA AURELIA SUD, 454 - LOC. BICCHIO|4855168|1603238|Immobili destinati|Unità immobiliare per uso di abitazione e assimilabile|Destinato|Appartamento in condominio|Lucca|Viareggio|VIA AURELIA SUD, 454 - LOC. BICCHIO|http://www.regione.toscana.it/-/viareggio-loc-bicchio-via-aurelia-sud-454|Confisca definitiva|Trasferimento al patrimonio degli enti territoriali|Comuni|Scopi sociali|2016|10/03/2016|Tribunale|NAPOLI|305/2005|10711|ANBSC-OR-2018-01-03|
I-LU-297080|Viareggio - I-LU-297080 - immobili - Appartamento in condominio - VIA SANT'ANTONIO, 34|4857915|1600731|Immobili destinati|Unità immobiliare per uso di abitazione e assimilabile|Destinato|Appartamento in condominio|Lucca|Viareggio|VIA SANT'ANTONIO, 34|http://www.regione.toscana.it/-/viareggio-via-sant-antonio-34 |Confisca definitiva|Trasferimento al patrimonio degli enti territoriali|Comuni|Scopi sociali|2016|09/02/2016|Procura della Repubblica|LUCCA|3387/2012|5772|ANBSC-OR-2018-01-03|
I-LU-36226-S|Viareggio - I-LU-36226-S - Appartamento in condominio - Indirizzo imprecisato|4857870.5499999998|1600459.9399999999|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Lucca|Viareggio|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59232-S|Viareggio - I-LU-59232-S - Negozio, Bottega - Indirizzo imprecisato|4857870.5499999998|1600459.9399999999|Immobili in gestione|Negozio, Bottega|In gestione|Negozio, Bottega|Lucca|Viareggio|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59246-S|Viareggio - I-LU-59246-S - Appartamento in condominio - Indirizzo imprecisato|4857870.5499999998|1600459.9399999999|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Lucca|Viareggio|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59495-S|Viareggio - I-LU-59495-S - Appartamento in condominio - Indirizzo imprecisato|4857870.5499999998|1600459.9399999999|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Lucca|Viareggio|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59496-S|Viareggio - I-LU-59496-S - Negozio, Bottega - Indirizzo imprecisato|4857870.5499999998|1600459.9399999999|Immobili in gestione|Negozio, Bottega|In gestione|Negozio, Bottega|Lucca|Viareggio|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59498-S|Viareggio - I-LU-59498-S - Negozio, Bottega - Indirizzo imprecisato|4857870.5499999998|1600459.9399999999|Immobili in gestione|Negozio, Bottega|In gestione|Negozio, Bottega|Lucca|Viareggio|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59499-S|Viareggio - I-LU-59499-S - Appartamento in condominio - Indirizzo imprecisato|4857870.5499999998|1600459.9399999999|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Lucca|Viareggio|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59511-S|Viareggio - I-LU-59511-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4857870.5499999998|1600459.9399999999|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Lucca|Viareggio|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59513-S|Viareggio - I-LU-59513-S - Appartamento in condominio - Indirizzo imprecisato|4857870.5499999998|1600459.9399999999|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Lucca|Viareggio|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59514-S|Viareggio - I-LU-59514-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4857870.5499999998|1600459.9399999999|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Lucca|Viareggio|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59518-S|Viareggio - I-LU-59518-S - Appartamento in condominio - Indirizzo imprecisato|4857870.5499999998|1600459.9399999999|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Lucca|Viareggio|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59521-S|Viareggio - I-LU-59521-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4857870.5499999998|1600459.9399999999|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Lucca|Viareggio|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59523-S|Viareggio - I-LU-59523-S - Appartamento in condominio - Indirizzo imprecisato|4857870.5499999998|1600459.9399999999|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Lucca|Viareggio|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
A-PI-69652-S|Vicopisano - A-PI-69652-S - aziende - Attività manifatturiere - Indirizzo imprecisato|4839752.0599999996|1627737.26|Aziende in gestione|Attività manifatturiere|In gestione|Attività manifatturiere|Pisa|Vicopisano|Indirizzo imprecisato||Confisca I||||||Tribunale|Crotone|Misure di Prevenzione||ANBSC-OR-2018-01-03|
A-PI-69656-S|Vicopisano - A-PI-69656-S - aziende - Attività manifatturiere - Indirizzo imprecisato|4839752.0599999996|1627737.26|Aziende in gestione|Attività manifatturiere|In gestione|Attività manifatturiere|Pisa|Vicopisano|Indirizzo imprecisato||Confisca I||||||Tribunale|Crotone|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-54608-S|Vicopisano - I-PI-54608-S - Fabbricato industriale - Indirizzo imprecisato|4839752.0599999996|1627737.26|Immobili in gestione|Fabbricato industriale|In gestione|Fabbricato industriale|Pisa|Vicopisano|Indirizzo imprecisato||Confisca I||||||Tribunale|Palermo|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-54609-S|Vicopisano - I-PI-54609-S - Fabbricato industriale - Indirizzo imprecisato|4839752.0599999996|1627737.26|Immobili in gestione|Fabbricato industriale|In gestione|Fabbricato industriale|Pisa|Vicopisano|Indirizzo imprecisato||Confisca I||||||Tribunale|Palermo|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-54610-S|Vicopisano - I-PI-54610-S - Fabbricato industriale - Indirizzo imprecisato|4839752.0599999996|1627737.26|Immobili in gestione|Fabbricato industriale|In gestione|Fabbricato industriale|Pisa|Vicopisano|Indirizzo imprecisato||Confisca I||||||Tribunale|Palermo|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-54611-S|Vicopisano - I-PI-54611-S - Terreno - non definito - Indirizzo imprecisato|4839752.0599999996|1627737.26|Immobili in gestione|Terreno - non definito|In gestione|Terreno - non definito|Pisa|Vicopisano|Indirizzo imprecisato||Confisca I||||||Tribunale|Palermo|Misure di Prevenzione||ANBSC-OR-2018-01-03|
